customer_id,city,age_group,segment,signup_date
C01842,Dhaka,25-34,Occasional,2025-06-02
C01843,Chittagong,25-34,High Value,2024-10-24
C01844,Rajshahi,35-44,Regular,2025-04-27
C01845,Dhaka,35-44,High Value,2024-01-21
C01846,Dhaka,25-34,Occasional,2025-02-18
C01847,Dhaka,18-24,Regular,2024-02-17
C01848,Chittagong,18-24,Regular,2025-06-20
C01849,Dhaka,18-24,Regular,2024-03-14
C01850,Chittagong,18-24,Regular,2025-03-27
C01851,Dhaka,25-34,Regular,2024-02-08
C01852,Dhaka,45-54,Regular,2024-12-24
C01853,Dhaka,25-34,Regular,2024-04-08
C01854,Chittagong,35-44,Occasional,2024-04-29
C01855,Dhaka,18-24,Regular,2025-09-27
C01856,Chittagong,25-34,Occasional,2025-02-23
C01857,Dhaka,35-44,Regular,2024-01-06
C01858,Dhaka,25-34,Regular,2024-12-01
C01859,Dhaka,25-34,Occasional,2024-06-11
C01860,Chittagong,25-34,Regular,2025-03-09
C01861,Dhaka,35-44,Regular,2024-02-14
C01862,Dhaka,25-34,Occasional,2024-08-13
C01863,Dhaka,45-54,Regular,2024-09-16
C01864,Chittagong,25-34,Regular,2025-02-13
C01865,Sylhet,25-34,Regular,2025-08-24
C01866,Dhaka,35-44,Regular,2024-04-14
C01867,Dhaka,35-44,Regular,2024-07-25
C01868,Dhaka,25-34,Regular,2024-05-10
C01869,Rajshahi,35-44,Occasional,2025-05-10
C01870,Chittagong,18-24,Regular,2025-03-30
C01871,Dhaka,18-24,High Value,2024-09-29
C01872,Dhaka,18-24,Occasional,2025-07-20
C01873,Rajshahi,25-34,Occasional,2025-08-10
C01874,Dhaka,18-24,Regular,2024-11-15
C01875,Chittagong,45-54,High Value,2025-05-16
C01876,Sylhet,18-24,Regular,2024-05-06
C01877,Dhaka,25-34,Regular,2025-03-21
C01878,Dhaka,18-24,Occasional,2025-06-29
C01879,Dhaka,35-44,High Value,2024-12-10
C01880,Dhaka,18-24,Occasional,2025-10-07
C01881,Sylhet,18-24,Regular,2025-03-27
C01882,Dhaka,18-24,Regular,2025-10-11
C01883,Dhaka,35-44,High Value,2025-04-22
C01884,Chittagong,18-24,Regular,2024-06-19
C01885,Chittagong,25-34,High Value,2024-05-17
C01886,Dhaka,25-34,Occasional,2024-03-08
C01887,Dhaka,35-44,High Value,2025-06-23
C01888,Khulna,45-54,Regular,2024-04-21
C01889,Chittagong,25-34,Regular,2024-08-06
C01890,Rajshahi,35-44,Occasional,2025-10-07
C01891,Dhaka,25-34,Regular,2024-04-10
C01892,Dhaka,25-34,High Value,2024-10-01
C01893,Dhaka,18-24,Regular,2024-05-14
C01894,Dhaka,25-34,Occasional,2024-11-26
C01895,Sylhet,25-34,Occasional,2024-06-08
C01896,Rajshahi,35-44,High Value,2024-03-30
C01897,Rajshahi,25-34,Occasional,2024-08-07
C01898,Khulna,25-34,Occasional,2024-06-04
C01899,Dhaka,18-24,Regular,2025-09-26
C01900,Rajshahi,18-24,Regular,2024-05-18
C01901,Chittagong,25-34,Regular,2024-10-08
C01902,Dhaka,45-54,Regular,2024-01-25
C01903,Chittagong,35-44,Regular,2025-04-14
C01904,Chittagong,18-24,Occasional,2024-08-03
C01905,Sylhet,25-34,Regular,2025-10-28
C01906,Dhaka,25-34,Occasional,2024-03-08
C01907,Dhaka,25-34,Regular,2024-05-26
C01908,Chittagong,18-24,Regular,2024-05-11
C01909,Dhaka,25-34,Regular,2025-08-22
C01910,Chittagong,18-24,Regular,2024-07-27
C01911,Chittagong,35-44,Occasional,2025-01-24
C01912,Dhaka,25-34,Occasional,2025-08-13
C01913,Dhaka,35-44,Regular,2025-08-23
C01914,Chittagong,25-34,High Value,2025-08-14
C01915,Dhaka,18-24,Regular,2025-06-18
C01916,Dhaka,25-34,Regular,2025-07-02
C01917,Chittagong,55+,Regular,2024-01-03
C01918,Dhaka,35-44,Occasional,2025-05-01
C01919,Dhaka,45-54,High Value,2024-05-15
C01920,Chittagong,18-24,Regular,2025-08-29
C01921,Dhaka,35-44,Occasional,2025-03-27
C01922,Dhaka,18-24,Regular,2025-06-05
C01923,Dhaka,35-44,Regular,2025-05-08
C01924,Dhaka,18-24,Occasional,2025-01-27
C01925,Dhaka,18-24,High Value,2024-12-20
C01926,Chittagong,18-24,Regular,2025-08-07
C01927,Chittagong,35-44,Regular,2024-11-18
C01928,Dhaka,25-34,Occasional,2025-06-11
C01929,Chittagong,25-34,Occasional,2025-09-20
C01930,Chittagong,25-34,Occasional,2024-08-18
C01931,Dhaka,25-34,Occasional,2025-02-05
C01932,Dhaka,45-54,Regular,2024-04-25
C01933,Rajshahi,18-24,High Value,2025-10-16
C01934,Chittagong,25-34,Occasional,2024-02-01
C01935,Chittagong,35-44,High Value,2024-10-26
C01936,Khulna,25-34,Occasional,2025-08-07
C01937,Dhaka,45-54,Occasional,2024-06-26
C01938,Dhaka,45-54,Regular,2025-04-04
C01939,Dhaka,25-34,Regular,2025-05-15
C01940,Dhaka,35-44,Occasional,2024-12-31
C01941,Rajshahi,18-24,Regular,2024-04-15
C01942,Dhaka,25-34,Regular,2025-10-28
C01943,Dhaka,25-34,Regular,2024-03-04
C01944,Chittagong,25-34,Regular,2025-05-17
C01945,Dhaka,25-34,Occasional,2024-09-12
C01946,Sylhet,18-24,Occasional,2024-12-31
C01947,Dhaka,18-24,Occasional,2025-06-11
C01948,Chittagong,35-44,Regular,2025-10-20
C01949,Dhaka,25-34,Occasional,2025-07-30
C01950,Chittagong,25-34,High Value,2025-10-20
C01951,Chittagong,25-34,High Value,2024-04-17
C01952,Dhaka,25-34,Regular,2024-07-22
C01953,Dhaka,35-44,High Value,2025-08-17
C01954,Sylhet,25-34,High Value,2024-12-09
C01955,Dhaka,18-24,Occasional,2024-02-17
C01956,Dhaka,18-24,Occasional,2025-06-09
C01957,Dhaka,18-24,Regular,2025-09-20
C01958,Dhaka,35-44,Regular,2025-10-13
C01959,Chittagong,25-34,Occasional,2025-02-20
C01960,Dhaka,25-34,Occasional,2024-11-21
C01961,Khulna,35-44,Occasional,2025-08-23
C01962,Dhaka,25-34,Regular,2024-01-05
C01963,Sylhet,25-34,Regular,2024-07-22
C01964,Dhaka,18-24,Occasional,2024-06-09
C01965,Dhaka,25-34,Regular,2025-05-31
C01966,Rajshahi,25-34,Occasional,2024-07-03
C01967,Dhaka,55+,Occasional,2025-04-12
C01968,Dhaka,25-34,Regular,2025-03-15
C01969,Dhaka,18-24,Regular,2024-10-22
C01970,Dhaka,25-34,Regular,2025-02-22
C01971,Dhaka,18-24,Regular,2025-04-16
C01972,Khulna,18-24,Occasional,2025-03-12
C01973,Chittagong,18-24,Regular,2025-09-02
C01974,Dhaka,18-24,Occasional,2025-06-22
C01975,Chittagong,25-34,High Value,2025-02-22
C01976,Dhaka,35-44,Regular,2024-01-05
C01977,Dhaka,25-34,Regular,2025-05-30
C01978,Dhaka,45-54,Regular,2025-02-13
C01979,Chittagong,45-54,High Value,2024-02-10
C01980,Chittagong,18-24,Regular,2025-08-22
C01981,Chittagong,18-24,Occasional,2025-10-22
C01982,Dhaka,18-24,Occasional,2024-12-14
C01983,Dhaka,18-24,Occasional,2025-04-10
C01984,Dhaka,25-34,Occasional,2024-12-12
C01985,Dhaka,25-34,High Value,2025-02-22
C01986,Chittagong,35-44,High Value,2025-10-29
C01987,Dhaka,18-24,Regular,2024-05-08
C01988,Dhaka,18-24,Regular,2025-08-21
C01989,Dhaka,25-34,Occasional,2025-08-07
C01990,Chittagong,18-24,Regular,2024-04-24
C01991,Chittagong,55+,Regular,2025-03-14
C01992,Chittagong,25-34,High Value,2024-03-09
C01993,Dhaka,25-34,Occasional,2025-04-05
C01994,Chittagong,45-54,Occasional,2024-10-25
C01995,Dhaka,25-34,High Value,2024-10-31
C01996,Dhaka,25-34,High Value,2025-10-14
C01997,Chittagong,25-34,Occasional,2025-05-08
C01998,Dhaka,45-54,Occasional,2024-05-31
C01999,Rajshahi,25-34,Regular,2024-06-18
C02000,Dhaka,25-34,Regular,2024-05-22
C02001,Dhaka,25-34,Occasional,2025-09-29
C02002,Rajshahi,18-24,Occasional,2024-01-09
C02003,Dhaka,25-34,High Value,2025-05-25
C02004,Dhaka,35-44,Regular,2024-06-15
C02005,Dhaka,18-24,Occasional,2024-05-01
C02006,Dhaka,18-24,Regular,2024-05-21
C02007,Dhaka,25-34,Occasional,2025-10-01
C02008,Chittagong,18-24,Regular,2024-10-19
C02009,Dhaka,18-24,Regular,2025-08-08
C02010,Dhaka,18-24,Occasional,2025-08-17
C02011,Dhaka,25-34,Occasional,2024-06-21
C02012,Dhaka,25-34,Occasional,2024-03-02
C02013,Sylhet,35-44,Occasional,2025-08-27
C02014,Chittagong,55+,Occasional,2024-11-06
C02015,Dhaka,35-44,Regular,2025-01-31
C02016,Dhaka,35-44,Regular,2025-03-18
C02017,Dhaka,25-34,Occasional,2024-08-02
C02018,Dhaka,18-24,Occasional,2024-06-02
C02019,Dhaka,18-24,Occasional,2024-11-09
C02020,Dhaka,25-34,Regular,2025-02-14
C02021,Dhaka,18-24,Regular,2025-03-27
C02022,Sylhet,55+,Occasional,2025-10-26
C02023,Rajshahi,18-24,Occasional,2024-02-09
C02024,Dhaka,25-34,Regular,2024-05-23
C02025,Dhaka,25-34,Regular,2024-01-09
C02026,Dhaka,55+,Regular,2025-03-18
C02027,Dhaka,45-54,Regular,2024-10-19
C02028,Dhaka,45-54,Occasional,2025-04-11
C02029,Dhaka,45-54,Occasional,2025-04-13
C02030,Chittagong,18-24,Occasional,2024-09-06
C02031,Chittagong,35-44,Regular,2024-11-06
C02032,Dhaka,25-34,Regular,2025-04-19
C02033,Rajshahi,25-34,High Value,2024-08-21
C02034,Dhaka,18-24,Occasional,2025-02-10
C02035,Sylhet,45-54,Regular,2025-09-23
C02036,Dhaka,25-34,Regular,2025-08-02
C02037,Chittagong,18-24,Regular,2024-04-07
C02038,Dhaka,45-54,Regular,2024-08-12
C02039,Chittagong,25-34,Occasional,2024-12-28
C02040,Dhaka,25-34,Occasional,2025-08-03
C02041,Khulna,25-34,Occasional,2025-05-21
C02042,Sylhet,35-44,Occasional,2025-07-21
C02043,Dhaka,25-34,Regular,2024-01-13
C02044,Sylhet,25-34,Occasional,2024-04-28
C02045,Sylhet,25-34,Regular,2024-01-26
C02046,Dhaka,25-34,Occasional,2025-10-08
C02047,Dhaka,35-44,Occasional,2025-06-02
C02048,Dhaka,45-54,Regular,2024-09-12
C02049,Chittagong,18-24,Regular,2025-02-06
C02050,Dhaka,18-24,Occasional,2025-03-18
C02051,Khulna,25-34,High Value,2025-09-13
C02052,Khulna,25-34,Regular,2025-04-26
C02053,Rajshahi,25-34,Occasional,2025-10-04
C02054,Rajshahi,55+,Regular,2024-01-27
C02055,Sylhet,25-34,Occasional,2024-04-12
C02056,Dhaka,25-34,Regular,2024-07-10
C02057,Dhaka,25-34,High Value,2024-11-13
C02058,Dhaka,25-34,Regular,2025-01-08
C02059,Chittagong,45-54,Occasional,2025-05-13
C02060,Dhaka,35-44,Regular,2024-08-28
C02061,Rajshahi,25-34,Occasional,2024-04-03
C02062,Dhaka,55+,Regular,2025-05-25
C02063,Chittagong,25-34,High Value,2024-11-10
C02064,Dhaka,25-34,Regular,2024-06-01
C02065,Dhaka,55+,High Value,2024-09-28
C02066,Dhaka,35-44,Occasional,2025-08-14
C02067,Khulna,18-24,Occasional,2024-09-16
C02068,Chittagong,25-34,High Value,2025-07-14
C02069,Dhaka,25-34,Regular,2024-06-12
C02070,Dhaka,35-44,Regular,2025-09-21
C02071,Khulna,18-24,Regular,2024-12-14
C02072,Dhaka,35-44,Regular,2025-01-18
C02073,Dhaka,45-54,Occasional,2024-11-19
C02074,Chittagong,25-34,Occasional,2024-02-21
C02075,Rajshahi,35-44,Regular,2024-12-31
C02076,Dhaka,35-44,Occasional,2024-02-25
C02077,Chittagong,55+,Regular,2025-06-18
C02078,Chittagong,25-34,Occasional,2025-01-10
C02079,Khulna,18-24,Regular,2025-02-22
C02080,Dhaka,25-34,Occasional,2024-05-29
C02081,Dhaka,35-44,Occasional,2025-03-09
C02082,Dhaka,25-34,Occasional,2025-02-27
C02083,Chittagong,35-44,Occasional,2024-09-06
C02084,Dhaka,18-24,Regular,2025-09-13
C02085,Chittagong,18-24,High Value,2025-06-01
C02086,Dhaka,25-34,Regular,2025-09-29
C02087,Dhaka,18-24,Occasional,2024-07-09
C02088,Sylhet,35-44,Occasional,2024-09-04
C02089,Dhaka,18-24,Occasional,2024-01-15
C02090,Dhaka,45-54,Regular,2025-07-06
C02091,Dhaka,35-44,Occasional,2024-01-19
C02092,Dhaka,25-34,Occasional,2024-05-04
C02093,Chittagong,18-24,Regular,2025-02-03
C02094,Sylhet,25-34,Occasional,2025-06-15
C02095,Chittagong,35-44,Occasional,2024-01-17
C02096,Dhaka,18-24,Regular,2024-10-31
C02097,Dhaka,25-34,Regular,2024-10-23
C02098,Dhaka,25-34,Occasional,2024-06-07
C02099,Dhaka,25-34,High Value,2024-06-04
C02100,Dhaka,55+,Regular,2024-08-21
C02101,Dhaka,45-54,Occasional,2024-02-11
C02102,Sylhet,25-34,Occasional,2025-01-27
C02103,Dhaka,25-34,Regular,2024-02-03
C02104,Dhaka,25-34,Regular,2024-04-01
C02105,Dhaka,25-34,Occasional,2025-07-15
C02106,Chittagong,55+,High Value,2024-06-21
C02107,Dhaka,35-44,Occasional,2024-04-22
C02108,Dhaka,18-24,Regular,2025-02-21
C02109,Dhaka,18-24,Occasional,2024-05-06
C02110,Dhaka,25-34,Regular,2024-03-27
C02111,Dhaka,25-34,Occasional,2024-12-19
C02112,Chittagong,18-24,Regular,2024-01-15
C02113,Dhaka,25-34,Regular,2024-01-06
C02114,Khulna,25-34,Regular,2024-08-04
C02115,Chittagong,45-54,Occasional,2024-02-14
C02116,Chittagong,25-34,Occasional,2024-04-16
C02117,Rajshahi,18-24,High Value,2025-08-06
C02118,Dhaka,18-24,Regular,2025-04-24
C02119,Chittagong,25-34,Occasional,2024-11-23
C02120,Dhaka,25-34,High Value,2024-11-13
C02121,Dhaka,18-24,Occasional,2025-06-30
C02122,Dhaka,18-24,Occasional,2024-06-29
C02123,Dhaka,25-34,Regular,2025-07-28
C02124,Dhaka,25-34,Regular,2025-09-23
C02125,Dhaka,18-24,Regular,2024-10-28
C02126,Dhaka,45-54,Regular,2024-02-10
C02127,Dhaka,25-34,Occasional,2024-12-03
C02128,Dhaka,18-24,Occasional,2025-02-16
C02129,Dhaka,25-34,Occasional,2024-07-25
C02130,Chittagong,25-34,Occasional,2024-01-09
C02131,Dhaka,25-34,High Value,2024-05-08
C02132,Chittagong,25-34,Regular,2024-04-21
C02133,Dhaka,18-24,Occasional,2024-05-02
C02134,Chittagong,25-34,Regular,2024-10-15
C02135,Chittagong,25-34,High Value,2025-10-28
C02136,Chittagong,18-24,High Value,2024-10-31
C02137,Chittagong,25-34,High Value,2024-02-03
C02138,Khulna,25-34,Occasional,2025-09-24
C02139,Rajshahi,25-34,Occasional,2024-07-19
C02140,Khulna,25-34,High Value,2024-04-16
C02141,Dhaka,25-34,Regular,2025-04-14
C02142,Dhaka,25-34,High Value,2025-02-03
C02143,Dhaka,25-34,Occasional,2024-04-03
C02144,Dhaka,25-34,Regular,2024-09-29
C02145,Dhaka,35-44,Occasional,2024-08-07
C02146,Dhaka,25-34,Regular,2024-05-10
C02147,Chittagong,18-24,Regular,2025-01-18
C02148,Dhaka,35-44,High Value,2024-10-22
C02149,Khulna,25-34,Regular,2025-09-21
C02150,Dhaka,25-34,Regular,2024-01-24
C02151,Dhaka,35-44,Occasional,2024-04-29
C02152,Rajshahi,25-34,Regular,2024-04-11
C02153,Chittagong,18-24,Regular,2025-01-26
C02154,Dhaka,45-54,High Value,2025-06-12
C02155,Dhaka,25-34,Occasional,2025-05-08
C02156,Dhaka,35-44,Regular,2024-09-02
C02157,Dhaka,25-34,Regular,2024-02-18
C02158,Dhaka,25-34,Regular,2024-06-11
C02159,Dhaka,25-34,High Value,2024-07-25
C02160,Dhaka,18-24,Regular,2025-08-01
C02161,Dhaka,35-44,Occasional,2025-06-23
C02162,Rajshahi,25-34,Occasional,2024-09-05
C02163,Dhaka,45-54,Occasional,2024-03-03
C02164,Rajshahi,25-34,Regular,2025-02-16
C02165,Khulna,45-54,Occasional,2025-10-20
C02166,Dhaka,25-34,Occasional,2024-10-28
C02167,Dhaka,18-24,Occasional,2024-09-07
C02168,Dhaka,25-34,Regular,2025-03-10
C02169,Dhaka,18-24,Regular,2025-06-17
C02170,Chittagong,55+,Occasional,2025-08-02
C02171,Sylhet,35-44,Regular,2024-03-09
C02172,Dhaka,18-24,High Value,2025-05-13
C02173,Dhaka,18-24,Regular,2024-10-06
C02174,Dhaka,18-24,High Value,2025-09-26
C02175,Chittagong,35-44,Occasional,2024-06-14
C02176,Dhaka,25-34,Regular,2025-10-30
C02177,Dhaka,18-24,Occasional,2025-03-11
C02178,Dhaka,35-44,Regular,2025-09-25
C02179,Sylhet,55+,Regular,2024-10-19
C02180,Dhaka,18-24,Regular,2024-05-08
C02181,Rajshahi,25-34,Regular,2025-07-04
C02182,Chittagong,35-44,High Value,2025-05-21
C02183,Dhaka,25-34,Regular,2024-01-17
C02184,Dhaka,55+,Regular,2024-02-20
C02185,Dhaka,35-44,Regular,2024-05-16
C02186,Dhaka,18-24,Regular,2024-08-18
C02187,Dhaka,25-34,Occasional,2024-04-26
C02188,Dhaka,25-34,Occasional,2024-09-14
C02189,Sylhet,25-34,Occasional,2024-07-27
C02190,Dhaka,25-34,Regular,2024-12-09
C02191,Dhaka,25-34,Regular,2024-02-23
C02192,Khulna,18-24,Occasional,2024-01-03
C02193,Dhaka,25-34,Regular,2024-07-09
C02194,Dhaka,35-44,Occasional,2024-12-01
C02195,Chittagong,18-24,Regular,2024-04-09
C02196,Dhaka,18-24,Regular,2024-02-28
C02197,Chittagong,35-44,Occasional,2024-01-27
C02198,Dhaka,25-34,High Value,2025-01-06
C02199,Sylhet,18-24,Regular,2025-03-09
C02200,Dhaka,35-44,Regular,2024-09-17
C02201,Dhaka,25-34,High Value,2024-08-24
C02202,Dhaka,35-44,Regular,2024-01-30
C02203,Chittagong,25-34,High Value,2024-02-11
C02204,Dhaka,18-24,Occasional,2025-05-18
C02205,Dhaka,35-44,Regular,2025-01-28
C02206,Dhaka,18-24,Occasional,2025-03-18
C02207,Sylhet,25-34,High Value,2024-05-04
C02208,Dhaka,35-44,Occasional,2024-05-28
C02209,Chittagong,25-34,Occasional,2025-10-19
C02210,Khulna,45-54,Regular,2025-09-09
C02211,Dhaka,18-24,Regular,2025-03-21
C02212,Dhaka,25-34,Regular,2025-03-31
C02213,Dhaka,18-24,Occasional,2025-03-31
C02214,Dhaka,25-34,Occasional,2025-03-22
C02215,Chittagong,35-44,Occasional,2025-04-09
C02216,Dhaka,45-54,Regular,2025-01-28
C02217,Dhaka,25-34,Occasional,2024-09-01
C02218,Dhaka,25-34,Occasional,2025-06-29
C02219,Dhaka,35-44,Occasional,2025-08-25
C02220,Dhaka,18-24,Regular,2025-08-01
C02221,Dhaka,45-54,High Value,2024-03-19
C02222,Dhaka,25-34,Occasional,2025-06-30
C02223,Dhaka,25-34,Occasional,2025-05-28
C02224,Dhaka,25-34,Occasional,2025-03-12
C02225,Dhaka,18-24,High Value,2025-06-27
C02226,Chittagong,25-34,Occasional,2025-06-26
C02227,Sylhet,18-24,Occasional,2024-05-29
C02228,Khulna,35-44,Occasional,2024-08-24
C02229,Dhaka,35-44,Regular,2025-05-09
C02230,Dhaka,25-34,Occasional,2025-01-26
C02231,Dhaka,25-34,Regular,2025-01-24
C02232,Rajshahi,18-24,Regular,2024-12-15
C02233,Dhaka,25-34,Occasional,2024-09-13
C02234,Khulna,25-34,Regular,2024-10-28
C02235,Dhaka,18-24,Regular,2025-07-22
C02236,Chittagong,25-34,Regular,2024-10-14
C02237,Dhaka,55+,Regular,2025-04-10
C02238,Sylhet,18-24,Occasional,2024-01-20
C02239,Dhaka,25-34,Regular,2024-12-10
C02240,Dhaka,35-44,Occasional,2024-05-29
C02241,Dhaka,55+,Regular,2025-10-27
C02242,Rajshahi,18-24,Occasional,2024-11-02
C02243,Dhaka,25-34,Occasional,2025-03-21
C02244,Dhaka,25-34,High Value,2024-04-12
C02245,Dhaka,25-34,Occasional,2024-09-04
C02246,Chittagong,25-34,Regular,2024-08-03
C02247,Chittagong,25-34,Regular,2024-11-05
C02248,Chittagong,25-34,Regular,2025-01-18
C02249,Khulna,18-24,Regular,2024-12-31
C02250,Dhaka,18-24,Regular,2025-02-10
C02251,Dhaka,35-44,Regular,2025-09-19
C02252,Dhaka,25-34,High Value,2024-10-04
C02253,Dhaka,18-24,Regular,2024-03-23
C02254,Rajshahi,35-44,High Value,2024-07-20
C02255,Dhaka,25-34,High Value,2024-08-17
C02256,Sylhet,35-44,Regular,2024-06-05
C02257,Rajshahi,55+,Regular,2024-01-14
C02258,Dhaka,25-34,Occasional,2024-12-31
C02259,Chittagong,25-34,Regular,2024-07-09
C02260,Dhaka,25-34,Occasional,2025-09-21
C02261,Dhaka,18-24,Regular,2025-05-14
C02262,Dhaka,35-44,Occasional,2024-09-15
C02263,Dhaka,35-44,High Value,2024-06-22
C02264,Dhaka,35-44,High Value,2025-08-02
C02265,Dhaka,25-34,Occasional,2025-03-29
C02266,Chittagong,35-44,Regular,2025-01-04
C02267,Sylhet,45-54,Occasional,2025-03-23
C02268,Dhaka,18-24,Regular,2024-04-28
C02269,Dhaka,25-34,Regular,2025-04-18
C02270,Dhaka,25-34,Regular,2024-02-02
C02271,Dhaka,35-44,Occasional,2025-08-06
C02272,Dhaka,25-34,Regular,2024-01-11
C02273,Dhaka,25-34,Regular,2024-06-22
C02274,Chittagong,45-54,Occasional,2025-03-29
C02275,Chittagong,18-24,Occasional,2025-05-25
C02276,Dhaka,35-44,Regular,2024-07-13
C02277,Chittagong,35-44,Occasional,2024-02-04
C02278,Khulna,25-34,Regular,2025-02-16
C02279,Chittagong,25-34,Regular,2024-08-05
C02280,Sylhet,25-34,Regular,2025-10-17
C02281,Dhaka,18-24,Regular,2025-07-31
C02282,Dhaka,25-34,Regular,2024-12-05
C02283,Dhaka,45-54,Occasional,2024-03-29
C02284,Dhaka,45-54,Regular,2025-07-27
C02285,Rajshahi,25-34,Regular,2024-05-03
C02286,Dhaka,35-44,Occasional,2024-04-10
C02287,Dhaka,25-34,Occasional,2024-11-03
C02288,Sylhet,18-24,Regular,2025-03-19
C02289,Dhaka,35-44,Occasional,2024-05-10
C02290,Dhaka,35-44,Occasional,2024-10-07
C02291,Dhaka,25-34,Regular,2024-08-05
C02292,Dhaka,25-34,Regular,2025-02-05
C02293,Sylhet,25-34,High Value,2025-06-27
C02294,Dhaka,35-44,Occasional,2024-06-14
C02295,Chittagong,25-34,High Value,2024-10-15
C02296,Sylhet,45-54,Occasional,2025-09-12
C02297,Dhaka,25-34,Occasional,2024-08-17
C02298,Rajshahi,35-44,Regular,2025-09-30
C02299,Dhaka,25-34,Occasional,2025-04-06
C02300,Rajshahi,45-54,High Value,2024-07-01
C02301,Chittagong,18-24,High Value,2025-01-02
C02302,Chittagong,45-54,Occasional,2024-01-21
C02303,Rajshahi,18-24,Occasional,2025-06-11
C02304,Dhaka,35-44,Occasional,2025-09-10
C02305,Dhaka,35-44,Occasional,2025-09-12
C02306,Chittagong,25-34,Occasional,2025-06-05
C02307,Dhaka,25-34,Regular,2024-12-12
C02308,Chittagong,18-24,Regular,2025-09-06
C02309,Dhaka,25-34,Regular,2025-04-05
C02310,Khulna,35-44,Regular,2025-02-27
C02311,Chittagong,35-44,Regular,2025-08-04
C02312,Dhaka,25-34,Regular,2024-02-20
C02313,Dhaka,25-34,Regular,2024-08-22
C02314,Khulna,35-44,Regular,2025-05-02
C02315,Dhaka,25-34,Regular,2025-01-27
C02316,Dhaka,25-34,High Value,2025-02-11
C02317,Dhaka,18-24,Regular,2025-01-07
C02318,Dhaka,25-34,High Value,2025-06-13
C02319,Dhaka,25-34,Regular,2025-06-02
C02320,Chittagong,25-34,Regular,2024-03-09
C02321,Sylhet,18-24,Regular,2025-03-16
C02322,Dhaka,25-34,Occasional,2025-10-20
C02323,Chittagong,25-34,Occasional,2024-04-13
C02324,Dhaka,35-44,Occasional,2024-01-06
C02325,Dhaka,35-44,High Value,2025-04-07
C02326,Dhaka,25-34,Regular,2024-04-12
C02327,Chittagong,25-34,Regular,2024-04-21
C02328,Dhaka,18-24,Occasional,2024-08-01
C02329,Dhaka,45-54,Occasional,2024-12-05
C02330,Dhaka,25-34,Regular,2024-02-05
C02331,Dhaka,25-34,Regular,2024-09-11
C02332,Dhaka,35-44,Occasional,2025-08-31
C02333,Dhaka,55+,Regular,2024-09-19
C02334,Dhaka,35-44,Regular,2024-12-09
C02335,Dhaka,18-24,Occasional,2025-09-17
C02336,Sylhet,18-24,Regular,2024-09-12
C02337,Dhaka,35-44,Regular,2024-09-04
C02338,Rajshahi,25-34,High Value,2025-05-14
C02339,Dhaka,25-34,Regular,2025-07-28
C02340,Dhaka,35-44,High Value,2024-07-23
C02341,Dhaka,25-34,High Value,2024-06-11
C02342,Dhaka,18-24,Occasional,2025-01-10
C02343,Chittagong,35-44,Regular,2025-08-07
C02344,Dhaka,25-34,Occasional,2024-09-07
C02345,Dhaka,25-34,High Value,2024-12-10
C02346,Chittagong,25-34,Regular,2025-08-26
C02347,Dhaka,18-24,Regular,2025-05-11
C02348,Sylhet,25-34,High Value,2025-02-21
C02349,Rajshahi,18-24,Occasional,2024-08-22
C02350,Chittagong,25-34,Regular,2025-02-01
C02351,Dhaka,25-34,Regular,2025-09-21
C02352,Rajshahi,55+,Occasional,2025-09-28
C02353,Chittagong,25-34,Occasional,2024-08-19
C02354,Dhaka,18-24,Regular,2024-04-14
C02355,Dhaka,35-44,Occasional,2025-01-28
C02356,Sylhet,25-34,Regular,2025-01-21
C02357,Chittagong,18-24,Occasional,2025-06-30
C02358,Chittagong,18-24,Regular,2025-01-30
C02359,Dhaka,35-44,High Value,2025-07-05
C02360,Dhaka,18-24,Regular,2025-03-10
C02361,Chittagong,25-34,Occasional,2024-05-07
C02362,Dhaka,18-24,Regular,2024-03-11
C02363,Khulna,25-34,Regular,2025-03-03
C02364,Chittagong,25-34,Regular,2025-03-28
C02365,Dhaka,45-54,Regular,2024-06-10
C02366,Chittagong,35-44,Regular,2025-07-04
C02367,Dhaka,18-24,Regular,2025-07-31
C02368,Dhaka,25-34,Occasional,2024-03-04
C02369,Dhaka,35-44,High Value,2025-04-18
C02370,Dhaka,18-24,Occasional,2024-01-11
C02371,Rajshahi,18-24,High Value,2025-05-31
C02372,Dhaka,18-24,Occasional,2025-10-09
C02373,Rajshahi,18-24,Occasional,2025-09-03
C02374,Sylhet,25-34,Occasional,2024-10-27
C02375,Dhaka,25-34,Regular,2025-09-26
C02376,Chittagong,35-44,High Value,2024-08-11
C02377,Khulna,25-34,Occasional,2025-07-12
C02378,Dhaka,25-34,Occasional,2025-05-09
C02379,Khulna,35-44,Occasional,2024-01-23
C02380,Dhaka,35-44,Occasional,2024-09-27
C02381,Chittagong,25-34,Regular,2025-05-16
C02382,Chittagong,18-24,Occasional,2025-03-09
C02383,Dhaka,25-34,Regular,2024-04-05
C02384,Dhaka,25-34,Occasional,2024-12-04
C02385,Dhaka,55+,Regular,2025-08-02
C02386,Dhaka,18-24,High Value,2024-01-25
C02387,Sylhet,18-24,Occasional,2025-06-12
C02388,Dhaka,25-34,High Value,2025-02-26
C02389,Rajshahi,18-24,Occasional,2024-12-05
C02390,Dhaka,45-54,Regular,2025-01-14
C02391,Chittagong,18-24,Regular,2024-12-17
C02392,Dhaka,25-34,Occasional,2024-08-02
